"week","rank_away","rank_home","game_type","neutral","q1_home","q2_home","q3_home","q4_home","first_downs_home","fum_home","int_home","pen_num_home","pen_yards_home","possession_home","spread","home_win","Home Third Down Completion Rate ","Home Pass Completion Rate","home_season","Run-Pass Ratio","Rush Yards - Total Yards"
11,11,26,"regular","False",0,0,0,14,13,0,2,4,45,20.07,-10,"Loss",0.3,0.56,"South Carolina_2015",0.92,0.1044776119402985
12,26,26,"regular","False",3,6,7,6,18,0,0,7,51,27.47,-1,"Loss",0.375,0.6511627906976745,"South Carolina_2015",0.5813953488372093,0.16400911161731208
13,1,26,"regular","False",0,3,14,15,17,0,1,4,30,29.25,-5,"Loss",0.4,0.4666666666666667,"South Carolina_2015",1.2666666666666666,0.4502487562189055
3,26,26,"regular","False",17,0,0,3,13,0,0,7,65,21.58,5,"Win",0.25,0.5714285714285714,"South Carolina_2016",0.8928571428571429,0.375
5,9,26,"regular","False",7,0,3,3,21,1,1,3,20,31.78,-11,"Loss",0.21428571428571427,0.6285714285714286,"South Carolina_2016",1.0,0.42592592592592593
6,26,26,"regular","False",0,0,7,7,15,2,1,5,44,24.97,-14,"Loss",0.15384615384615385,0.7222222222222222,"South Carolina_2016",0.7222222222222222,0.09748427672955975
8,26,26,"regular","False",14,13,7,0,21,2,0,6,67,31.93,6,"Win",0.5,0.6538461538461539,"South Carolina_2016",1.6923076923076923,0.4911392405063291
9,18,26,"regular","False",7,7,3,7,19,0,0,7,77,35.9,3,"Win",0.3125,0.7142857142857143,"South Carolina_2016",2.3333333333333335,0.48615384615384616
10,26,26,"regular","False",7,14,7,3,22,0,0,6,45,36.17,10,"Win",0.47058823529411764,0.7857142857142857,"South Carolina_2016",1.75,0.40654205607476634
12,26,26,"regular","False",21,14,3,6,28,1,0,3,25,36.15,13,"Win",0.6666666666666666,0.625,"South Carolina_2016",2.3333333333333335,0.717687074829932
17,26,26,"post","True",0,14,10,15,27,3,2,3,35,31.95,-7,"Loss",0.3076923076923077,0.7441860465116279,"South Carolina_2016",0.7906976744186046,0.1891891891891892
1,26,26,"regular","True",14,7,14,0,12,0,1,6,45,23.1,7,"Win",0.4166666666666667,0.5862068965517241,"South Carolina_2017",0.7241379310344828,0.12601626016260162
3,26,26,"regular","False",6,0,0,7,14,0,2,7,45,23.18,-10,"Loss",0.25,0.6486486486486487,"South Carolina_2017",0.5405405405405406,0.15083798882681565
4,26,26,"regular","False",0,0,0,17,23,1,1,1,15,29.13,1,"Win",0.5714285714285714,0.6285714285714286,"South Carolina_2017",0.9142857142857143,0.3264840182648402
6,26,26,"regular","False",3,14,17,14,19,0,0,3,25,29.58,26,"Win",0.3076923076923077,0.5161290322580645,"South Carolina_2017",1.1612903225806452,0.4441340782122905
9,26,26,"regular","False",14,10,7,3,26,0,0,7,50,30.6,7,"Win",0.5,0.6551724137931034,"South Carolina_2017",1.2758620689655173,0.5492227979274611
11,26,26,"regular","False",14,7,7,0,24,1,3,3,26,35.68,8,"Win",0.38461538461538464,0.6551724137931034,"South Carolina_2017",1.6206896551724137,0.4690831556503198
12,26,26,"regular","False",0,14,7,10,23,0,0,3,31,33.53,21,"Win",0.5454545454545454,0.7857142857142857,"South Carolina_2017",1.3571428571428572,0.5012853470437018
13,3,24,"regular","False",0,0,0,10,10,0,2,9,76,24.57,-24,"Loss",0.4,0.5517241379310345,"South Carolina_2017",0.8620689655172413,0.391304347826087
17,26,26,"post","True",0,3,13,10,13,2,1,7,68,25.72,7,"Win",0.14285714285714285,0.59375,"South Carolina_2017",0.8125,0.20333333333333334
1,26,26,"regular","False",14,14,14,7,32,0,0,9,99,30.03,34,"Win",0.5555555555555556,0.7142857142857143,"South Carolina_2018",1.0857142857142856,0.47217235188509876
2,3,24,"regular","False",7,3,0,7,19,0,2,3,40,24.28,-24,"Loss",0.42857142857142855,0.6458333333333334,"South Carolina_2018",0.4166666666666667,0.16071428571428573
6,26,26,"regular","False",7,7,17,6,18,1,0,9,83,29.53,2,"Win",0.42105263157894735,0.5714285714285714,"South Carolina_2018",1.3428571428571427,0.3395225464190981
7,22,26,"regular","False",0,0,16,7,19,1,1,4,39,18.52,-3,"Loss",0.2222222222222222,0.4857142857142857,"South Carolina_2018",0.5142857142857142,0.25418060200668896
9,26,26,"regular","False",3,6,15,3,19,0,1,2,9,21.45,3,"Win",0.4444444444444444,0.6875,"South Carolina_2018",2.5,0.5957446808510638
12,26,26,"regular","False",14,14,7,14,33,0,0,6,48,31.38,40,"Win",0.5,0.8055555555555556,"South Carolina_2018",1.1666666666666667,0.3953488372093023
14,26,26,"regular","False",14,14,0,0,16,2,2,6,41,23.67,25,"Win",0.47058823529411764,0.5185185185185185,"South Carolina_2018",1.4074074074074074,0.4817708333333333
2,26,26,"regular","False",21,23,7,21,29,1,1,3,35,26.07,62,"Win",0.5714285714285714,0.8064516129032258,"South Carolina_2019",1.2258064516129032,0.6361290322580645
3,2,26,"regular","False",10,0,3,10,31,1,1,5,32,27.38,-24,"Loss",0.4444444444444444,0.631578947368421,"South Carolina_2019",0.5087719298245614,0.29411764705882354
5,26,26,"regular","False",7,3,7,7,21,1,0,5,40,33.83,17,"Win",0.3333333333333333,0.5555555555555556,"South Carolina_2019",1.7037037037037037,0.6382428940568475
8,9,26,"regular","False",7,3,10,7,16,1,0,5,60,32.05,-11,"Loss",0.3888888888888889,0.4857142857142857,"South Carolina_2019",1.2285714285714286,0.5607235142118863
10,26,26,"regular","False",0,14,0,10,25,1,0,11,94,33.78,17,"Win",0.6,0.7741935483870968,"South Carolina_2019",1.5806451612903225,0.4659090909090909
11,26,26,"regular","False",6,0,3,6,22,0,1,8,50,30.17,-5,"Loss",0.2222222222222222,0.5517241379310345,"South Carolina_2019",0.46551724137931033,0.06069364161849711
14,3,26,"regular","False",0,3,0,0,9,0,1,4,33,24.72,-35,"Loss",0.3333333333333333,0.5925925925925926,"South Carolina_2019",0.9629629629629629,0.39655172413793105
4,16,26,"regular","False",7,0,14,6,22,1,1,4,40,34.83,-4,"Loss",0.4,0.6410256410256411,"South Carolina_2020",0.8974358974358975,0.23482849604221637
7,15,26,"regular","False",0,14,13,3,20,0,1,5,39,31.28,8,"Win",0.5384615384615384,0.625,"South Carolina_2020",1.7916666666666667,0.5151515151515151
10,7,26,"regular","False",0,0,0,3,9,0,2,1,5,21.65,-45,"Loss",0.21428571428571427,0.42857142857142855,"South Carolina_2020",0.8928571428571429,0.3333333333333333
12,26,26,"regular","False",0,0,3,7,18,0,1,11,85,31.43,-7,"Loss",0.375,0.6060606060606061,"South Carolina_2020",1.0909090909090908,0.4028268551236749
13,9,26,"regular","False",0,10,0,6,18,0,1,2,10,28.85,-29,"Loss",0.3076923076923077,0.8181818181818182,"South Carolina_2020",1.9545454545454546,0.304029304029304
1,26,26,"regular","False",15,14,3,14,22,1,0,8,61,34.67,46,"Win",0.5384615384615384,0.6666666666666666,"South Carolina_2021",1.7407407407407407,0.5785876993166287
4,26,26,"regular","False",0,0,7,3,12,0,0,5,45,24.4,-6,"Loss",0.25,0.68,"South Carolina_2021",1.04,0.26851851851851855
5,26,26,"regular","False",3,14,3,3,19,3,0,10,93,30.63,9,"Win",0.3076923076923077,0.5882352941176471,"South Carolina_2021",0.8235294117647058,0.28370786516853935
7,26,26,"regular","False",14,0,0,7,17,2,2,10,76,28.78,1,"Win",0.5384615384615384,0.6285714285714286,"South Carolina_2021",0.9142857142857143,0.26107226107226106
10,26,26,"regular","False",10,20,10,0,21,0,0,1,5,36.3,23,"Win",0.16666666666666666,0.5833333333333334,"South Carolina_2021",1.75,0.6187363834422658
12,26,26,"regular","False",0,14,7,0,15,0,1,3,25,30.58,4,"Win",0.1111111111111111,0.6666666666666666,"South Carolina_2021",2.7333333333333334,0.4869281045751634
13,23,26,"regular","False",0,0,0,0,12,0,2,3,20,28.42,-30,"Loss",0.25,0.4523809523809524,"South Carolina_2021",0.47619047619047616,0.2087378640776699
17,26,26,"post","True",18,7,7,6,27,0,0,4,20,39.03,17,"Win",0.5454545454545454,0.8,"South Carolina_2021",3.4,0.5543278084714549
1,26,26,"regular","False",0,12,16,7,19,0,2,5,70,35.27,21,"Win",0.21428571428571427,0.6216216216216216,"South Carolina_2022",0.8648648648648649,0.2581699346405229
3,1,26,"regular","False",0,0,0,7,17,0,3,5,60,29.33,-41,"Loss",0.3076923076923077,0.5588235294117647,"South Carolina_2022",0.8823529411764706,0.3006535947712418
4,26,26,"regular","False",3,17,22,14,28,1,1,10,67,26.57,36,"Win",0.625,0.7307692307692307,"South Carolina_2022",1.5384615384615385,0.5412844036697247
5,26,26,"regular","False",8,14,14,14,21,1,2,5,57,29.1,40,"Win",0.5,0.8,"South Carolina_2022",1.0333333333333334,0.45792079207920794
8,26,26,"regular","False",17,0,7,6,13,2,0,6,62,26.85,6,"Win",0.5,0.48,"South Carolina_2022",1.4,0.4125874125874126
9,26,25,"regular","False",0,7,3,0,14,1,1,5,45,23.42,-13,"Loss",0.38461538461538464,0.6666666666666666,"South Carolina_2022",0.7666666666666667,0.15763546798029557
12,5,26,"regular","False",21,14,7,21,35,0,0,9,75,38.97,25,"Win",0.7272727272727273,0.8157894736842105,"South Carolina_2022",1.0,0.2524752475247525
17,21,19,"post","True",21,3,7,7,20,1,1,8,73,23.35,-7,"Loss",0.3333333333333333,0.6326530612244898,"South Carolina_2022",0.4489795918367347,0.1846590909090909
1,21,26,"regular","True",7,7,0,3,20,0,0,6,35,27.38,-14,"Loss",0.2857142857142857,0.7692307692307693,"South Carolina_2023",0.7948717948717948,-0.005698005698005698
2,26,26,"regular","False",7,20,13,7,25,1,0,8,60,31.88,26,"Win",0.6,0.8421052631578947,"South Carolina_2023",1.0263157894736843,0.18914185639229422
4,26,26,"regular","False",7,13,7,10,19,1,0,4,35,31.7,7,"Win",0.38461538461538464,0.9,"South Carolina_2023",2.35,0.3333333333333333
7,26,26,"regular","False",14,7,3,15,23,1,1,9,82,27.2,-2,"Loss",0.5,0.7666666666666667,"South Carolina_2023",1.1,0.32688172043010755
10,26,26,"regular","False",14,7,7,10,20,0,1,10,100,32.88,10,"Win",0.2857142857142857,0.6923076923076923,"South Carolina_2023",0.9743589743589743,0.18237704918032788
11,26,26,"regular","False",6,7,14,20,21,0,1,6,40,27.22,41,"Win",0.5,0.7777777777777778,"South Carolina_2023",0.6666666666666666,0.2792607802874743
12,26,26,"regular","False",10,0,0,7,17,0,0,9,95,31.65,3,"Win",0.35714285714285715,0.7037037037037037,"South Carolina_2023",1.2222222222222223,0.19455252918287938
13,24,26,"regular","False",7,0,0,0,12,1,1,4,30,22.0,-9,"Loss",0.15384615384615385,0.5,"South Carolina_2023",0.75,0.33727810650887574
1,26,26,"regular","False",10,3,3,7,18,1,0,5,33,35.77,4,"Win",0.2777777777777778,0.43478260869565216,"South Carolina_2024",2.4347826086956523,0.6041666666666666
3,16,26,"regular","False",7,17,0,9,18,2,1,13,123,27.05,-3,"Loss",0.25,0.55,"South Carolina_2024",2.05,0.6105527638190955
4,26,26,"regular","False",15,7,7,21,27,1,0,7,70,36.05,43,"Win",0.35714285714285715,0.7037037037037037,"South Carolina_2024",1.962962962962963,0.4972677595628415
6,12,26,"regular","False",0,3,0,0,19,1,1,8,80,32.63,-24,"Loss",0.3125,0.6060606060606061,"South Carolina_2024",1.303030303030303,0.48242811501597443
10,10,26,"regular","False",14,6,10,14,26,1,0,3,25,29.2,24,"Win",0.3076923076923077,0.48148148148148145,"South Carolina_2024",1.5925925925925926,0.539622641509434
12,23,21,"regular","False",7,14,0,13,22,0,1,4,24,28.27,4,"Win",0.4,0.7,"South Carolina_2024",1.2,0.23593073593073594
13,26,18,"regular","False",7,14,14,21,34,1,1,8,67,32.0,44,"Win",0.8333333333333334,0.84375,"South Carolina_2024",1.4375,0.43585526315789475
1,26,26,"regular","False",14,3,7,14,24,0,0,6,40,34.48,31,"Win",0.4444444444444444,0.7,"Tennessee_2014",0.975,0.28720626631853785
2,26,26,"regular","False",10,14,7,3,23,0,1,2,14,30.75,15,"Win",0.5,0.5789473684210527,"Tennessee_2014",1.1842105263157894,0.40481927710843374
6,26,26,"regular","False",0,3,6,0,12,1,2,8,49,28.5,-1,"Loss",0.29411764705882354,0.6666666666666666,"Tennessee_2014",0.7435897435897436,0.12017167381974249
7,26,26,"regular","False",7,17,14,7,20,1,0,1,5,28.55,35,"Win",0.46153846153846156,0.7586206896551724,"Tennessee_2014",1.4482758620689655,0.36176470588235293
9,4,26,"regular","False",0,10,7,3,21,1,1,4,33,30.57,-14,"Loss",0.5789473684210527,0.5833333333333334,"Tennessee_2014",1.1944444444444444,0.4725848563968668
12,26,26,"regular","False",14,19,17,0,28,0,0,3,40,33.68,34,"Win",0.4117647058823529,0.6551724137931034,"Tennessee_2014",1.7586206896551724,0.4187866927592955
13,20,26,"regular","False",3,10,0,8,18,1,1,5,40,27.5,-8,"Loss",0.3333333333333333,0.6578947368421053,"Tennessee_2014",0.7631578947368421,0.18996415770609318
17,26,26,"post","True",21,14,7,3,27,0,1,4,55,31.88,17,"Win",0.4166666666666667,0.7727272727272727,"Tennessee_2014",2.3181818181818183,0.613882863340564
1,26,25,"regular","True",21,14,14,10,29,0,0,4,40,33.85,29,"Win",0.5625,0.6521739130434783,"Tennessee_2015",2.782608695652174,0.6605960264900662
2,19,23,"regular","False",10,7,0,0,19,0,1,10,80,27.33,-7,"Loss",0.3333333333333333,0.41935483870967744,"Tennessee_2015",1.4516129032258065,0.5078740157480315
3,26,26,"regular","False",10,31,14,0,25,0,0,3,15,32.9,45,"Win",0.35714285714285715,0.7241379310344828,"Tennessee_2015",1.6896551724137931,0.4697986577181208
5,26,26,"regular","False",14,3,3,0,19,1,0,4,39,24.7,-4,"Loss",0.4375,0.5405405405405406,"Tennessee_2015",0.8918918918918919,0.3643835616438356
6,19,26,"regular","False",3,14,14,7,26,1,1,3,15,34.05,7,"Win",0.4444444444444444,0.5952380952380952,"Tennessee_2015",1.1428571428571428,0.3988439306358382
10,26,26,"regular","False",14,3,7,3,19,2,1,6,47,27.65,3,"Win",0.5,0.5882352941176471,"Tennessee_2015",1.2058823529411764,0.375
11,26,26,"regular","False",7,10,0,7,24,0,1,2,10,29.02,24,"Win",0.4375,0.6428571428571429,"Tennessee_2015",1.7142857142857142,0.5794621026894865
13,26,26,"regular","False",17,10,16,10,27,0,0,6,47,31.03,25,"Win",0.5384615384615384,0.6,"Tennessee_2015",2.08,0.6328871892925431
17,13,23,"post","True",7,10,7,21,24,0,0,8,90,34.15,39,"Win",0.5,0.5333333333333333,"Tennessee_2015",1.7666666666666666,0.5380952380952381
1,26,9,"regular","False",3,0,3,7,19,1,1,6,55,26.52,7,"Win",0.4375,0.5517241379310345,"Tennessee_2016",1.4827586206896552,0.3981191222570533
2,26,17,"regular","True",0,24,7,14,16,0,1,6,60,28.27,21,"Win",0.23076923076923078,0.5263157894736842,"Tennessee_2016",2.4210526315789473,0.7242424242424242
3,26,15,"regular","False",7,7,7,7,23,0,1,9,94,29.6,9,"Win",0.5,0.7037037037037037,"Tennessee_2016",1.5555555555555556,0.4975247524752475
4,19,14,"regular","False",0,3,14,21,22,0,2,5,40,30.77,10,"Win",0.4117647058823529,0.48484848484848486,"Tennessee_2016",1.393939393939394,0.35943775100401604
7,1,9,"regular","False",0,7,3,0,11,0,1,1,10,28.45,-39,"Loss",0.1875,0.5806451612903226,"Tennessee_2016",1.032258064516129,0.19631901840490798
10,26,26,"regular","False",21,17,7,10,21,0,0,6,71,18.73,55,"Win",0.5,0.8148148148148148,"Tennessee_2016",0.9259259259259259,0.37579617834394907
11,26,26,"regular","False",14,7,14,14,29,2,1,9,64,24.65,13,"Win",0.2,0.6111111111111112,"Tennessee_2016",2.2777777777777777,0.6277128547579299
12,26,19,"regular","False",7,14,14,28,24,0,0,5,45,28.85,26,"Win",0.6,0.6818181818181818,"Tennessee_2016",2.0454545454545454,0.6338259441707718
17,26,21,"post","True",0,21,3,14,25,1,0,6,65,31.53,14,"Win",0.42857142857142855,0.6052631578947368,"Tennessee_2016",1.0,0.44145873320537427
2,26,25,"regular","False",14,14,7,7,24,1,1,6,53,29.12,35,"Win",0.5384615384615384,0.5666666666666667,"Tennessee_2017",1.2333333333333334,0.4050632911392405
4,26,26,"regular","False",0,14,3,0,18,1,0,5,51,29.53,4,"Win",0.3888888888888889,0.59375,"Tennessee_2017",1.21875,0.4231974921630094
5,7,26,"regular","False",0,0,0,0,7,2,2,5,26,25.02,-41,"Loss",0.08333333333333333,0.4782608695652174,"Tennessee_2017",1.2608695652173914,0.43661971830985913
7,26,26,"regular","False",6,3,0,0,16,0,0,7,40,27.3,-6,"Loss",0.23076923076923078,0.5789473684210527,"Tennessee_2017",2.0526315789473686,0.4743083003952569
10,26,26,"regular","False",7,3,14,0,14,0,0,3,29,28.88,14,"Win",0.15384615384615385,0.47619047619047616,"Tennessee_2017",1.8095238095238095,0.4523809523809524
12,20,26,"regular","False",0,10,0,0,12,2,0,5,26,31.48,-20,"Loss",0.375,0.56,"Tennessee_2017",1.36,0.13240418118466898
13,26,26,"regular","False",14,0,3,7,15,0,1,5,27,21.75,-18,"Loss",0.25,0.6363636363636364,"Tennessee_2017",0.9545454545454546,0.23109243697478993
1,17,26,"regular","True",0,7,7,0,19,0,0,6,48,32.38,-26,"Loss",0.35714285714285715,0.76,"Tennessee_2018",1.52,0.42857142857142855
2,26,26,"regular","False",10,28,7,14,19,0,0,3,19,30.87,56,"Win",0.4,0.6875,"Tennessee_2018",2.75,0.45893719806763283
3,26,26,"regular","False",3,7,7,7,24,2,0,8,65,33.4,24,"Win",0.3333333333333333,0.6842105263157895,"Tennessee_2018",2.6315789473684212,0.673828125
4,26,26,"regular","False",0,3,10,8,18,4,2,6,58,34.42,-26,"Loss",0.4444444444444444,0.4,"Tennessee_2018",2.16,0.42857142857142855
8,1,26,"regular","False",0,14,7,0,13,1,0,9,59,27.45,-37,"Loss",0.23076923076923078,0.56,"Tennessee_2018",1.2,0.12015503875968993
10,26,26,"regular","False",14,0,0,0,10,0,0,4,55,26.78,11,"Win",0.3333333333333333,0.7619047619047619,"Tennessee_2018",1.2380952380952381,0.10416666666666667
11,11,26,"regular","False",3,14,7,0,16,2,0,4,30,30.17,17,"Win",0.3333333333333333,0.6,"Tennessee_2018",2.0,0.5218446601941747
12,26,26,"regular","False",0,10,7,0,11,1,2,6,59,22.63,-33,"Loss",0.2,0.3333333333333333,"Tennessee_2018",1.3333333333333333,0.3215686274509804
1,26,26,"regular","False",14,3,3,10,21,2,1,3,24,29.43,-8,"Loss",0.6153846153846154,0.65,"Tennessee_2019",0.775,0.2301980198019802
2,26,26,"regular","False",7,6,0,3,20,0,1,6,50,33.98,-3,"Loss",0.3125,0.6071428571428571,"Tennessee_2019",1.75,0.5789473684210527
3,26,26,"regular","False",21,17,7,0,22,0,0,5,65,26.78,45,"Win",0.4,0.5263157894736842,"Tennessee_2019",2.0,0.5416666666666666
6,3,26,"regular","False",7,7,0,0,20,1,1,6,51,23.53,-29,"Loss",0.4166666666666667,0.45454545454545453,"Tennessee_2019",0.8787878787878788,0.20408163265306123
7,26,26,"regular","False",7,3,3,7,14,0,2,3,34,33.03,10,"Win",0.4666666666666667,0.7142857142857143,"Tennessee_2019",3.142857142857143,0.5322128851540616
9,26,26,"regular","False",3,14,14,10,20,0,0,8,49,34.47,20,"Win",0.35714285714285715,0.6,"Tennessee_2019",1.2666666666666666,0.27628865979381445
10,26,26,"regular","False",6,17,7,0,20,0,1,3,5,33.92,23,"Win",0.38461538461538464,0.5925925925925926,"Tennessee_2019",1.4444444444444444,0.40066225165562913
14,26,26,"regular","False",7,14,0,7,16,0,1,9,66,28.5,18,"Win",0.46153846153846156,0.35294117647058826,"Tennessee_2019",2.411764705882353,0.7122302158273381
17,26,26,"post","True",0,6,3,14,19,0,2,7,55,30.55,1,"Win",0.4,0.5588235294117647,"Tennessee_2019",1.0294117647058822,0.36363636363636365
5,26,21,"regular","False",7,14,7,7,26,0,0,3,20,31.83,23,"Win",0.46153846153846156,0.6086956521739131,"Tennessee_2020",2.217391304347826,0.5497630331753555
7,26,18,"regular","False",0,7,0,0,18,1,3,6,63,26.02,-27,"Loss",0.25,0.5769230769230769,"Tennessee_2020",1.5769230769230769,0.6097560975609756
8,2,26,"regular","False",0,10,7,0,16,1,0,8,33,25.37,-31,"Loss",0.25,0.56,"Tennessee_2020",1.52,0.4602649006622517
14,6,26,"regular","False",0,7,0,12,24,0,0,5,40,33.75,-12,"Loss",0.26666666666666666,0.7297297297297297,"Tennessee_2020",1.054054054054054,0.281437125748503
16,5,26,"regular","False",7,6,0,0,13,1,1,6,55,15.85,-21,"Loss",0.16666666666666666,0.6,"Tennessee_2020",0.85,0.11267605633802817
1,26,26,"regular","False",14,0,14,10,30,2,0,5,45,26.12,32,"Win",0.4666666666666667,0.5,"Tennessee_2021",2.6666666666666665,0.6863157894736842
2,26,26,"regular","False",10,10,7,7,20,2,1,13,134,23.92,-7,"Loss",0.46153846153846156,0.6666666666666666,"Tennessee_2021",1.0,0.36363636363636365
3,26,26,"regular","False",14,14,21,7,24,1,0,3,35,25.57,56,"Win",0.3076923076923077,0.625,"Tennessee_2021",1.46875,0.4844124700239808
6,26,26,"regular","False",28,10,0,7,24,0,0,2,30,26.08,25,"Win",0.7058823529411765,0.7391304347826086,"Tennessee_2021",2.130434782608696,0.5233050847457628
7,13,26,"regular","False",9,3,7,7,29,1,0,6,48,25.85,-5,"Loss",0.5294117647058824,0.6206896551724138,"Tennessee_2021",1.7241379310344827,0.4753747323340471
11,1,26,"regular","False",10,0,0,7,22,1,1,6,40,27.33,-24,"Loss",0.45,0.625,"Tennessee_2021",0.75,0.1421188630490956
12,26,26,"regular","False",14,21,14,11,28,0,0,6,45,23.0,46,"Win",0.7272727272727273,0.8275862068965517,"Tennessee_2021",1.4827586206896552,0.44563279857397503
13,26,26,"regular","False",7,17,14,7,25,1,0,4,40,21.73,24,"Win",0.25,0.5555555555555556,"Tennessee_2021",2.3333333333333335,0.6462585034013606
1,26,26,"regular","False",17,21,14,7,32,1,0,6,48,29.92,49,"Win",0.38461538461538464,0.7714285714285715,"Tennessee_2022",1.457142857142857,0.38312829525483305
3,26,15,"regular","False",14,21,14,14,28,0,0,11,118,24.72,57,"Win",0.46153846153846156,0.8,"Tennessee_2022",1.8,0.3520710059171598
4,20,11,"regular","False",3,14,14,7,27,2,0,6,50,25.05,5,"Win",0.6666666666666666,0.7857142857142857,"Tennessee_2022",1.5,0.3940972222222222
7,3,6,"regular","False",21,7,6,18,29,1,1,6,39,22.52,3,"Win",0.5,0.6774193548387096,"Tennessee_2022",1.2580645161290323,0.32098765432098764
8,26,3,"regular","False",21,31,6,7,27,0,1,13,109,29.67,41,"Win",0.75,0.7027027027027027,"Tennessee_2022",1.2432432432432432,0.28879310344827586
9,19,3,"regular","False",7,20,10,7,19,0,0,6,50,24.82,38,"Win",0.4166666666666667,0.76,"Tennessee_2022",1.6,0.4194312796208531
11,26,5,"regular","False",7,21,21,17,33,0,0,8,59,26.0,42,"Win",0.36363636363636365,0.7368421052631579,"Tennessee_2022",0.9736842105263158,0.36464088397790057
1,26,12,"regular","True",7,14,14,14,29,1,0,4,35,27.1,36,"Win",0.38461538461538464,0.696969696969697,"Tennessee_2023",1.5757575757575757,0.5751503006012024
2,26,9,"regular","False",3,10,10,7,17,1,0,10,88,20.73,17,"Win",0.25,0.6363636363636364,"Tennessee_2023",0.9696969696969697,0.5
4,26,23,"regular","False",14,17,0,14,21,1,0,5,40,22.8,31,"Win",0.4,0.5454545454545454,"Tennessee_2023",1.0,0.591796875
5,26,21,"regular","False",14,10,7,10,24,0,2,7,58,29.75,21,"Win",0.4666666666666667,0.65625,"Tennessee_2023",1.25,0.4989517819706499
7,26,19,"regular","False",7,0,7,6,20,0,1,12,115,29.2,7,"Win",0.4666666666666667,0.5,"Tennessee_2023",2.227272727272727,0.6987951807228916
10,26,17,"regular","False",14,21,21,3,26,0,0,11,90,21.6,56,"Win",0.6666666666666666,0.6774193548387096,"Tennessee_2023",1.096774193548387,0.4230769230769231
12,1,18,"regular","False",7,3,0,0,13,0,0,3,20,19.03,-28,"Loss",0.18181818181818182,0.5666666666666667,"Tennessee_2023",0.8333333333333334,0.4693140794223827
13,26,21,"regular","False",14,17,14,3,31,1,0,10,108,25.65,24,"Win",0.5,0.6595744680851063,"Tennessee_2023",0.6808510638297872,0.27228525121555913
17,17,21,"post","True",0,14,7,14,25,0,0,3,30,31.2,35,"Win",0.25,0.6,"Tennessee_2023",2.7,0.6057441253263708
1,26,15,"regular","False",24,21,10,14,36,0,1,6,52,29.23,66,"Win",0.6,0.75,"Tennessee_2024",1.0454545454545454,0.4233983286908078
3,26,7,"regular","False",37,28,3,3,32,0,0,5,54,31.83,71,"Win",0.6,0.64,"Tennessee_2024",2.2,0.6162162162162163
7,26,8,"regular","False",0,0,10,7,18,1,1,6,47,25.07,6,"Win",0.26666666666666666,0.6153846153846154,"Tennessee_2024",1.6538461538461537,0.4583333333333333
8,7,11,"regular","False",0,0,14,10,21,1,2,11,95,26.75,7,"Win",0.42857142857142855,0.5,"Tennessee_2024",1.5357142857142858,0.5245098039215687
10,26,7,"regular","False",0,7,14,7,29,1,0,9,77,29.47,10,"Win",0.5,0.7368421052631579,"Tennessee_2024",1.1578947368421053,0.38784067085953877
11,26,7,"regular","False",7,13,10,3,25,1,0,6,50,34.3,19,"Win",0.35714285714285715,0.6190476190476191,"Tennessee_2024",2.7142857142857144,0.5309734513274337
13,26,11,"regular","False",0,28,21,7,26,0,0,7,60,26.18,56,"Win",0.5,0.6206896551724138,"Tennessee_2024",1.3448275862068966,0.5239130434782608
1,26,26,"regular","False",7,14,7,10,18,2,0,7,65,32.62,31,"Win",0.26666666666666666,0.5588235294117647,"Texas_2014",1.1764705882352942,0.46175637393767704
2,26,26,"regular","False",0,0,7,0,15,3,1,6,64,25.35,-34,"Loss",0.2,0.6451612903225806,"Texas_2014",1.1290322580645162,0.3178294573643411
3,12,26,"regular","True",0,10,0,7,14,0,0,7,50,28.52,-3,"Loss",0.35714285714285715,0.7058823529411765,"Texas_2014",0.8823529411764706,0.391304347826087
6,7,26,"regular","False",0,0,0,7,20,1,2,5,45,33.32,-21,"Loss",0.35294117647058826,0.47058823529411764,"Texas_2014",1.1764705882352942,0.5688622754491018
8,26,26,"regular","False",14,14,3,17,27,1,1,4,33,30.23,3,"Win",0.38461538461538464,0.6666666666666666,"Texas_2014",1.0833333333333333,0.373046875
11,23,26,"regular","False",7,17,0,9,19,0,1,5,60,28.23,17,"Win",0.26666666666666666,0.3793103448275862,"Texas_2014",1.3448275862068966,0.6467236467236467
14,5,26,"regular","False",0,3,0,7,12,2,4,3,17,30.92,-38,"Loss",0.2777777777777778,0.5882352941176471,"Texas_2014",1.0588235294117647,0.3103448275862069
17,26,26,"post","True",0,7,0,0,7,1,1,5,34,18.83,-24,"Loss",0.2727272727272727,0.52,"Texas_2014",0.72,0.03389830508474576
2,26,26,"regular","False",21,0,21,0,11,1,0,4,42,15.97,14,"Win",0.375,0.5,"Texas_2015",2.8,0.5379061371841155
3,26,26,"regular","False",7,17,0,20,28,1,1,10,93,30.53,-1,"Loss",0.46153846153846156,0.6451612903225806,"Texas_2015",1.6774193548387097,0.44
4,24,26,"regular","False",6,14,7,0,11,0,1,16,128,25.88,-3,"Loss",0.25,0.5294117647058824,"Texas_2015",2.4705882352941178,0.5896551724137931
6,10,26,"regular","True",14,0,3,7,20,0,0,5,67,31.92,7,"Win",0.5625,0.75,"Texas_2015",4.833333333333333,0.8505434782608695
8,26,26,"regular","False",3,13,0,7,20,0,0,3,35,30.67,14,"Win",0.4666666666666667,0.625,"Texas_2015",3.3125,0.7345844504021448
